timestamp,m1_pos,m1_vel,m1_torque,m2_pos,m2_vel,m2_torque,ch6_max,ch7_max,m1_ai_label,m2_ai_label
10,-11.864757,0.196349,-0.003906,23.541985,0.171806,0.0,1.254412,0.422037,0.0,0.0
14,-11.864948,-0.049087,0.0,23.541985,-0.049087,0.003906,1.254412,0.422037,0.0,0.0
17,-11.86514,-0.417242,0.0,23.542368,0.368155,0.0,1.254412,0.422037,0.0,0.0
20,-11.86514,-0.245437,0.0,23.542942,0.171806,0.0,1.254412,0.422037,0.0,0.0
25,-11.86514,-0.245437,0.0,23.543901,0.539961,0.003906,1.254412,0.422037,0.0,0.0
27,-11.86514,-0.196349,-0.003906,23.544477,-0.098175,0.0,1.254412,0.422037,0.0,0.0
29,-11.86514,-0.171806,0.0,23.545818,0.196349,0.0,1.254412,0.422037,0.0,0.0
31,-11.865332,-0.441786,0.003906,23.548695,0.417242,0.0,1.254412,0.422037,0.0,0.0
34,-11.86514,0.0,-0.003906,23.555214,1.423533,0.0,1.254412,0.422037,0.0,0.0
36,-11.865332,-0.368155,0.003906,23.562885,1.227184,0.0,1.254412,0.422037,0.0,0.0
39,-11.865332,-0.245437,0.007812,23.568254,1.030834,0.0,1.254412,0.422037,0.0,0.0
41,-11.86514,0.343611,-0.003906,23.571129,0.760854,0.0,1.254412,0.422037,0.0,0.0
43,-11.865523,-0.147262,0.003906,23.576881,1.497164,-0.007812,1.254412,0.422037,0.0,0.0
45,-11.865523,0.0,0.0,23.587812,1.325358,0.003906,1.254412,0.422037,0.0,0.0
48,-11.865523,0.024544,0.0,23.596825,0.613592,0.0,1.254412,0.422037,0.0,0.0
50,-11.865715,-0.220893,0.0,23.604301,1.300815,0.0,1.254412,0.422037,0.0,0.0
51,-11.865907,-0.368155,0.003906,23.614464,1.153553,0.0,1.254412,0.422037,0.0,0.0
53,-11.866098,-0.147262,0.003906,23.619259,0.122718,0.0,1.254412,0.422037,0.0,0.0
55,-11.865907,0.147262,0.003906,23.621943,0.859029,0.0,1.254412,0.422037,0.0,0.0
57,-11.865907,0.0,0.0,23.625202,0.711766,0.0,1.254412,0.422037,0.0,0.0
59,-11.865907,0.147262,-0.003906,23.632488,1.20264,-0.003906,1.254412,0.422037,0.0,0.0
61,-11.865907,0.0,-0.003906,23.639776,1.030834,0.0,1.254412,0.422037,0.0,0.0
63,-11.865907,0.122718,0.003906,23.6415,-0.073631,0.003906,1.254412,0.422037,0.0,0.0
64,-11.866098,0.049087,0.0,23.6415,-0.098175,0.003906,1.254412,0.422037,0.0,0.0
67,-11.866483,-0.196349,0.0,23.6415,0.220893,0.003906,1.254412,0.422037,0.0,0.0
69,-11.866674,-0.196349,0.0,23.6415,-0.122718,0.0,1.254412,0.422037,0.0,0.0
72,-11.866483,0.122718,-0.003906,23.6415,0.049087,0.0,1.254412,0.422037,0.0,0.0
74,-11.866483,0.098175,0.0,23.64131,-0.319068,0.0,1.254412,0.422037,0.0,0.0
76,-11.866483,0.073631,0.0,23.6415,0.171806,0.0,1.254412,0.422037,0.0,0.0
77,-11.866674,-0.294524,-0.003906,23.6415,0.196349,0.0,1.254412,0.422037,0.0,0.0
80,-11.866674,-0.122718,0.0,23.6415,0.245437,0.0,1.254412,0.422037,0.0,0.0
81,-11.866674,-0.245437,0.0,23.641693,0.613592,0.0,1.254412,0.422037,0.0,0.0
84,-11.866674,-0.122718,0.0,23.6415,0.245437,0.0,1.254412,0.422037,0.0,0.0
85,-11.866866,-0.171806,0.0,23.6415,0.0,0.003906,1.254412,0.422037,0.0,0.0
88,-11.867058,-0.294524,0.003906,23.641693,0.196349,0.0,1.254412,0.422037,0.0,0.0
90,-11.867249,0.343611,0.0,23.6415,-0.171806,0.0,1.254412,0.422037,0.0,0.0
92,-11.871276,-0.589048,0.0,23.641884,0.392699,0.0,1.254412,0.422037,0.0,0.0
93,-11.878562,-1.055378,0.003906,23.6415,-0.073631,0.0,1.254412,0.422037,0.0,0.0
95,-11.88815,-1.055378,-0.003906,23.641693,0.343611,0.0,1.254412,0.422037,0.0,0.0
98,-11.892943,0.049087,-0.003906,23.641693,0.294524,0.0,1.254412,0.422037,0.0,0.0
99,-11.89371,-0.245437,0.0,23.6415,-0.098175,0.0,1.254412,0.422037,0.0,0.0
101,-11.893902,-0.098175,0.0,23.641693,0.245437,0.0,1.254412,0.422037,0.0,0.0
102,-11.89467,-0.147262,0.003906,23.6415,-0.122718,0.0,1.254412,0.422037,0.0,0.0
105,-11.896778,-0.613592,0.003906,23.64131,-0.343611,0.003906,1.254412,0.422037,0.0,0.0
107,-11.900229,-0.589048,0.0,23.64131,-0.171806,0.0,1.254412,0.422037,0.0,0.0
108,-11.906941,-1.129009,0.003906,23.64131,-0.098175,0.0,1.254412,0.422037,0.0,0.0
111,-11.915378,-0.957203,0.0,23.64131,0.245437,0.0,1.254412,0.422037,0.0,0.0
113,-11.92113,-0.883572,0.0,23.64131,-0.122718,0.0,1.254412,0.422037,0.0,0.0
114,-11.926308,-0.589048,0.0,23.6415,0.245437,0.0,1.254412,0.422037,0.0,0.0
116,-11.938004,-1.816232,0.003906,23.6415,0.171806,0.0,1.254412,0.422037,0.0,0.0
118,-11.955836,-2.380736,0.0,23.6415,0.220893,0.0,1.254412,0.422037,0.0,0.0
119,-11.978847,-3.33794,0.0,23.6415,0.171806,0.0,1.254412,0.422037,0.0,0.0
122,-12.008375,-3.681551,0.003906,23.64131,-0.343611,-0.003906,1.254412,0.422037,0.0,0.0
124,-12.042123,-3.8779,0.0,23.641693,0.26998,0.0,1.254412,0.422037,0.0,0.0
125,-12.073378,-3.583376,0.003906,23.641693,0.220893,-0.003906,1.254412,0.422037,0.0,0.0
127,-12.096196,-2.503455,-0.003906,23.642076,0.441786,0.0,1.254412,0.422037,0.0,0.0
129,-12.115754,-2.40528,0.007812,23.642267,0.343611,0.003906,1.254412,0.422037,0.0,0.0
131,-12.143174,-3.926988,0.007812,23.642267,-0.220893,0.0,1.254412,0.422037,0.0,0.0
133,-12.17788,-4.221512,0.007812,23.642267,0.049087,0.0,1.254412,0.422037,0.0,0.0
135,-12.218722,-4.516036,-0.003906,23.642267,0.245437,0.0,1.254412,0.422037,0.0,0.0
137,-12.252087,-2.969784,-0.007812,23.642653,0.196349,0.0,1.254412,0.422037,0.0,0.0
138,-12.268768,-1.079922,-0.007812,23.643803,-0.098175,0.0,1.254412,0.422037,0.0,0.0
140,-12.270303,0.0,-0.007812,23.650896,1.570795,-0.003906,1.254412,0.422037,0.0,0.0
142,-12.26896,-0.171806,0.0,23.665277,2.478911,0.0,1.254412,0.422037,0.0,0.0
143,-12.269343,-0.122718,0.003906,23.682726,2.577086,0.0,1.254412,0.422037,0.0,0.0
146,-12.269343,-0.073631,0.0,23.700943,2.527998,0.0,1.254412,0.422037,0.0,0.0
147,-12.269343,0.122718,0.0,23.716858,1.865319,0.003906,1.254412,0.422037,0.0,0.0
150,-12.269727,-0.638135,0.0,23.724911,0.908116,0.003906,1.254412,0.422037,0.0,0.0
151,-12.269535,0.122718,0.0,23.732389,0.93266,0.003906,1.254412,0.422037,0.0,0.0
153,-12.269919,-0.245437,-0.003906,23.738333,0.613592,0.003906,1.254412,0.422037,0.0,0.0
155,-12.270303,-0.613592,0.0,23.741976,0.245437,-0.003906,1.254412,0.422037,0.0,0.0
157,-12.272028,-0.589048,0.0,23.746578,1.20264,0.003906,1.254412,0.422037,0.0,0.0
158,-12.275096,-0.73631,0.0,23.758083,2.184387,-0.003906,1.254412,0.422037,0.0,0.0
161,-12.283533,-1.644426,0.003906,23.777451,2.626173,0.0,1.254412,0.422037,0.0,0.0
162,-12.29753,-1.546251,0.0,23.801994,2.797979,-0.003906,1.254412,0.422037,0.0,0.0
164,-12.318623,-2.87161,0.0,23.832865,3.558833,0.0,1.254412,0.422037,0.0,0.0
166,-12.346618,-3.485202,0.0,23.865845,3.902444,0.0,1.254412,0.422037,0.0,0.0
168,-12.382475,-4.172424,0.007812,23.898443,3.706095,0.003906,1.254412,0.422037,0.0,0.0
170,-12.421207,-5.178715,0.003906,23.92452,3.239765,0.0,1.254412,0.422037,0.0,0.0
172,-12.465885,-5.473239,0.003906,23.955967,3.853357,0.0,1.254412,0.422037,0.0,0.0
174,-12.52245,-6.774054,0.0,23.991632,4.172424,0.0,1.254412,0.422037,0.0,0.0
176,-12.585727,-7.117665,-0.007812,24.032665,5.031453,-0.003906,1.254412,0.422037,0.0,0.0
177,-12.638266,-5.448695,-0.007812,24.076193,4.786016,0.0,1.254412,0.422037,0.0,0.0
179,-12.689463,-6.234093,0.007812,24.121254,5.964112,-0.003906,1.254412,0.422037,0.0,0.0
181,-12.74737,-6.724967,0.0,24.177818,6.430442,0.0,1.254412,0.422037,0.0,0.0
183,-12.805661,-6.405899,-0.003906,24.237452,6.504073,0.003906,1.254412,0.422037,0.0,0.0
185,-12.861076,-6.381355,-0.007812,24.289225,5.767763,0.0,1.254412,0.422037,0.0,0.0
187,-12.921668,-7.166752,0.0,24.33601,5.694132,-0.003906,1.254412,0.422037,0.0,0.0
188,-12.975933,-5.620501,0.003906,24.388357,5.964112,-0.003906,1.254412,0.422037,0.0,0.0
190,-13.026746,-5.988656,0.007812,24.444923,6.037744,-0.003906,1.254412,0.422037,0.0,0.0
193,-13.078901,-7.363102,0.003906,24.495928,6.479529,0.0,1.254412,0.422037,0.0,0.0
194,-13.138535,-6.356811,-0.007812,24.551342,5.964112,0.003906,1.254412,0.422037,0.0,0.0
196,-13.185705,-5.350521,0.0,24.59832,4.81056,0.0,1.254412,0.422037,0.0,0.0
198,-13.233258,-5.669589,0.003906,24.633411,3.681551,-0.003906,1.254412,0.422037,0.0,0.0
200,-13.281578,-5.178715,0.0,24.667158,3.951531,0.0,1.254412,0.422037,0.0,0.0
202,-13.322421,-4.859647,0.0,24.707809,5.399608,-0.003906,1.254412,0.422037,0.0,0.0
203,-13.362688,-5.055996,0.007812,24.752295,5.522326,0.0,1.254412,0.422037,0.0,0.0
205,-13.411966,-5.816851,0.0,24.793137,4.07425,0.003906,1.254412,0.422037,0.0,0.0
207,-13.461629,-5.227802,-0.003906,24.828417,4.246056,0.003906,1.254412,0.422037,0.0,0.0
209,-13.497103,-2.945241,-0.011719,24.85718,3.117046,0.007812,1.254412,0.422037,0.0,0.0
211,-13.518003,-2.748891,0.0,24.877888,2.773435,0.003906,1.254412,0.422037,0.0,0.0
213,-13.543889,-3.387027,0.0,24.896296,2.086212,0.003906,1.254412,0.422037,0.0,0.0
215,-13.573802,-3.730638,0.0,24.91432,2.159843,0.003906,1.254412,0.422037,0.0,0.0
217,-13.610425,-4.565123,0.003906,24.935797,2.748891,0.0,1.254412,0.422037,0.0,0.0
219,-13.647816,-3.657007,-0.003906,24.956888,2.454367,0.0,1.254412,0.422037,0.0,0.0
220,-13.675236,-2.601629,-0.003906,24.982199,3.755182,-0.003906,1.254412,0.422037,0.0,0.0
223,-13.697478,-2.87161,0.0,25.018057,4.34423,-0.003906,1.254412,0.422037,0.0,0.0
224,-13.721639,-2.896153,-0.003906,25.065226,5.325977,0.0,1.254412,0.422037,0.0,0.0
226,-13.745224,-2.67526,0.0,25.118916,5.767763,0.003906,1.254412,0.422037,0.0,0.0
228,-13.767275,-2.478911,0.0,25.169537,5.595957,0.003906,1.254412,0.422037,0.0,0.0
229,-13.784532,-2.184387,0.0,25.215555,6.062287,-0.003906,1.254412,0.422037,0.0,0.0
232,-13.798913,-1.349902,0.0,25.272505,6.724967,-0.003906,1.254412,0.422037,0.0,0.0
233,-13.807158,-0.981747,0.0,25.330412,6.577704,-0.003906,1.254412,0.422037,0.0,0.0
235,-13.813486,-0.539961,-0.007812,25.387938,6.28318,0.0,1.254412,0.422037,0.0,0.0
237,-13.81502,-0.46633,0.0,25.442776,6.086831,0.003906,1.254412,0.422037,0.0,0.0
239,-13.815403,-0.098175,0.0,25.486494,4.172424,0.003906,1.254412,0.422037,0.0,0.0
241,-13.81502,-0.049087,0.0,25.519283,3.583376,0.0,1.545868,0.422037,0.0,0.0
243,-13.815211,-0.392699,0.0,25.547853,3.190677,-0.003906,1.545868,0.422037,0.0,0.0
245,-13.815211,-0.245437,0.0,25.578533,3.902444,0.0,1.545868,0.422037,0.0,0.0
247,-13.815211,0.098175,-0.003906,25.611898,3.853357,0.0,1.545868,0.422037,0.0,0.0
249,-13.815211,-0.147262,0.0,25.642769,4.000618,0.003906,1.545868,0.422037,0.0,0.0
251,-13.815211,-0.171806,-0.003906,25.674408,3.534289,0.0,1.545868,0.422037,0.0,0.0
253,-13.815211,-0.171806,0.003906,25.704512,3.632463,0.0,1.545868,0.422037,0.0,0.0
254,-13.815211,-0.196349,0.0,25.730589,3.190677,0.0,1.545868,0.422037,0.0,0.0
256,-13.81502,0.147262,-0.003906,25.755899,2.797979,0.003906,1.545868,0.422037,0.0,0.0
258,-13.81502,-0.024544,0.0,25.776033,1.988037,0.0,1.545868,0.422037,0.0,0.0
260,-13.814636,0.245437,0.0,25.793291,2.184387,-0.003906,1.545868,0.422037,0.0,0.0
262,-13.814445,-0.049087,0.0,25.808439,1.497164,0.0,1.545868,0.422037,0.0,0.0
264,-13.814061,0.0,0.0,25.821669,1.767144,-0.003906,1.545868,0.422037,0.0,0.0
266,-13.813486,-0.122718,0.0,25.834326,1.570795,0.003906,1.545868,0.422037,0.0,0.0
268,-13.812527,-0.147262,0.003906,25.846596,1.742601,-0.007812,1.545868,0.422037,0.0,0.0
271,-13.811952,-0.098175,0.0,25.86347,1.93895,0.003906,1.545868,0.422037,0.0,0.0
272,-13.811377,0.343611,-0.003906,25.879002,1.93895,0.003906,1.545868,0.422037,0.0,0.0
274,-13.810802,-0.024544,-0.003906,25.888014,0.93266,0.0,1.545868,0.422037,0.0,0.0
275,-13.810226,0.073631,0.0,25.893576,0.564505,0.0,1.545868,0.422037,0.0,0.0
278,-13.810418,-0.539961,0.0,25.899519,0.809941,0.0,1.545868,0.422037,0.0,0.0
279,-13.810226,-0.564505,0.003906,25.903355,0.392699,0.0,1.545868,0.422037,0.0,0.0
281,-13.809651,0.196349,0.0,25.902586,0.0,0.0,1.545868,2.262045,0.0,0.0
284,-13.809267,0.0,0.0,25.902779,0.171806,0.0,1.545868,2.262045,0.0,0.0
285,-13.808309,-0.392699,-0.003906,25.902586,0.049087,0.0,1.545868,2.262045,0.0,0.0
287,-13.806391,0.245437,0.0,25.902586,0.098175,0.0,1.545868,2.262045,0.0,0.0
289,-13.804282,0.196349,0.0,25.902586,0.073631,0.0,1.545868,2.262045,0.0,0.0
290,-13.801214,0.196349,0.0,25.902586,0.245437,0.0,1.545868,2.262045,0.0,0.0
293,-13.79642,0.441786,-0.003906,25.902586,0.245437,0.0,1.545868,2.262045,0.0,0.0
294,-13.788367,0.687223,0.0,25.902203,0.220893,0.0,1.545868,2.262045,0.0,0.0
296,-13.782806,0.26998,0.0,25.902012,0.049087,0.0,1.545868,2.262045,0.0,0.0
298,-13.77993,0.368155,0.0,25.901819,0.049087,0.0,1.545868,2.262045,0.0,0.0
300,-13.776095,0.441786,0.0,25.901436,0.049087,0.0,1.545868,2.262045,0.0,0.0
302,-13.769384,0.711766,0.0,25.901628,0.392699,0.003906,1.545868,2.262045,0.0,0.0
303,-13.759604,1.153553,0.0,25.901819,0.711766,0.0,1.545868,2.262045,0.0,0.0
304,-13.754428,-0.024544,0.003906,25.901436,0.368155,0.0,1.545868,2.262045,0.0,0.0
307,-13.752127,-0.024544,0.003906,25.901245,-0.073631,0.0,1.545868,2.262045,0.0,0.0
309,-13.75136,-0.515417,0.0,25.901436,0.147262,0.0,1.545868,2.262045,0.0,0.0
310,-13.751168,-0.392699,0.0,25.901436,0.0,0.0,1.545868,2.262045,0.0,0.0
312,-13.750977,-0.171806,-0.003906,25.901819,0.073631,0.0,1.545868,2.262045,0.0,0.0
313,-13.750977,-0.049087,0.0,25.901819,0.196349,0.0,1.545868,2.262045,0.0,0.0
314,-13.750977,0.0,0.0,25.901819,0.024544,0.0,1.545868,2.262045,0.0,0.0
315,-13.750977,-0.220893,0.0,25.901819,-0.024544,-0.003906,1.545868,2.262045,0.0,0.0
317,-13.750977,-0.46633,0.0,25.902012,0.0,0.0,1.545868,2.262045,0.0,0.0
319,-13.750017,0.024544,0.0,25.902203,0.319068,0.0,1.545868,2.262045,0.0,0.0
320,-15.347849,0.098175,0.0,25.792141,-0.26998,0.0,1.545868,2.262045,0.0,0.0
323,-15.347849,-0.024544,0.0,25.791182,-0.147262,0.0,1.545868,2.262045,0.0,0.0
325,-15.348041,-0.196349,0.0,25.791565,0.245437,0.0,1.545868,2.262045,0.0,0.0
326,-15.348041,-0.024544,0.0,25.791565,0.245437,0.0,1.545868,2.262045,0.0,0.0
327,-15.348041,0.0,-0.003906,25.791565,0.122718,0.0,1.545868,2.262045,0.0,0.0
329,-15.348041,0.147262,0.007812,25.791565,-0.024544,0.0,1.545868,2.262045,0.0,0.0
330,-15.348041,-0.245437,0.0,25.791758,0.171806,-0.003906,1.545868,2.262045,0.0,0.0
331,-15.348041,-0.245437,0.0,25.791758,0.220893,0.0,1.545868,2.262045,0.0,0.0
333,-15.347849,0.098175,0.0,25.791758,0.392699,0.0,1.545868,2.262045,0.0,0.0
334,-15.348041,-0.294524,0.0,25.791565,0.220893,0.0,1.545868,2.262045,0.0,0.0
336,-15.348041,-0.245437,0.0,25.791182,-0.245437,0.0,1.545868,2.262045,0.0,0.0
337,-15.347849,0.049087,0.007812,25.791374,0.368155,-0.003906,1.545868,2.262045,0.0,0.0
338,-15.348041,-0.294524,0.0,25.791182,0.441786,0.0,1.545868,2.262045,0.0,0.0
341,-15.348041,-0.294524,0.0,25.790606,0.049087,0.0,1.545868,2.262045,0.0,0.0
342,-15.347849,0.024544,0.0,25.789265,-0.147262,0.003906,1.545868,2.262045,0.0,0.0
344,-15.347849,-0.049087,-0.023438,25.786772,-0.441786,0.0,1.545868,2.262045,0.0,0.0
346,-15.347849,-0.049087,0.0,25.78121,-0.589048,-0.003906,1.545868,2.262045,0.0,0.0
347,-15.347849,0.0,0.0,25.774117,-0.343611,-0.003906,1.545868,2.262045,0.0,0.0
349,-15.348041,-0.441786,0.0,25.770664,-0.098175,0.0,1.545868,2.262045,0.0,0.0
351,-15.347657,0.122718,0.0,25.770473,0.073631,0.0,1.545868,2.262045,0.0,0.0
352,-15.347849,-0.196349,0.0,25.770473,0.122718,0.003906,1.545868,2.262045,0.0,0.0
353,-15.347849,-0.098175,0.0,25.770473,0.024544,0.0,1.545868,2.262045,0.0,0.0
356,-15.347849,-0.196349,0.0,25.770473,0.0,0.003906,1.545868,2.262045,0.0,0.0
357,-15.347657,0.0,0.0,25.770664,0.368155,0.0,1.545868,2.262045,0.0,0.0
359,-15.347849,-0.245437,0.0,25.770664,0.245437,0.003906,1.545868,2.262045,0.0,0.0
361,-15.347657,0.098175,0.0,25.770664,0.245437,-0.003906,1.545868,2.262045,0.0,0.0
362,-15.348041,-0.589048,0.0,25.770857,0.638135,-0.003906,1.545868,2.262045,0.0,0.0
364,-15.347849,-0.245437,0.0,25.770664,0.024544,0.003906,1.545868,2.262045,0.0,0.0
366,-15.347657,0.122718,0.0,25.770857,0.392699,0.003906,1.545868,2.262045,0.0,0.0
367,-15.347657,0.122718,0.003906,25.770857,0.294524,0.0,1.545868,2.262045,0.0,0.0
377,-15.347657,0.0,0.0,25.770857,0.196349,0.003906,1.545868,2.262045,0.0,0.0
388,-15.347849,-0.343611,0.0,25.770664,-0.122718,0.0,1.545868,2.262045,0.0,0.0
390,-15.347657,0.098175,0.0,25.770857,0.024544,0.0,1.545868,2.262045,0.0,0.0
402,-15.347657,0.049087,-0.007812,25.771048,0.368155,0.003906,1.545868,2.262045,0.0,0.0
404,-15.347657,0.0,0.0,25.771048,0.220893,0.0,1.545868,2.262045,0.0,0.0
422,-15.347657,0.0,0.0,25.771048,0.024544,0.0,1.545868,2.262045,0.0,0.0
423,-15.347657,-0.049087,0.0,25.771048,0.0,0.0,1.545868,2.262045,0.0,0.0
442,-15.347657,-0.024544,0.0,25.77124,0.368155,0.003906,1.545868,2.262045,0.0,0.0
444,-15.347849,-0.392699,0.0,25.771048,0.0,0.003906,1.545868,2.262045,0.0,0.0
462,-15.347657,-0.049087,0.0,25.771048,-0.147262,0.0,1.545868,2.262045,0.0,0.0
464,-15.347849,-0.024544,-0.003906,25.771048,-0.098175,-0.003906,1.545868,2.262045,0.0,0.0
466,-15.347657,-0.220893,0.0,25.77124,0.319068,0.0,1.545868,2.262045,0.0,0.0
485,-15.347657,-0.122718,0.0,25.77124,0.294524,0.003906,1.545868,2.262045,0.0,0.0
490,-15.347849,-0.515417,0.0,25.771048,-0.049087,0.0,1.545868,2.262045,0.0,0.0
495,-15.347657,-0.098175,0.0,25.771048,-0.098175,0.003906,1.545868,2.262045,0.0,0.0
515,-15.347657,-0.171806,0.007812,25.771048,-0.122718,0.0,1.545868,2.262045,0.0,0.0
517,-15.347657,-0.098175,0.0,25.771048,-0.147262,0.0,1.545868,2.262045,0.0,0.0
524,-15.347657,-0.049087,0.0,25.77124,0.245437,0.0,1.545868,2.262045,0.0,0.0
526,-15.347657,-0.122718,0.0,25.771048,0.024544,0.0,1.545868,2.262045,0.0,0.0
547,-15.347657,-0.098175,0.0,25.771048,0.0,0.0,1.545868,2.262045,0.0,0.0
549,-15.347657,-0.098175,0.0,25.77124,0.392699,0.0,1.545868,2.262045,0.0,0.0
557,-15.347657,-0.024544,0.0,25.771048,0.0,0.0,1.545868,2.262045,0.0,0.0
581,-15.347657,-0.098175,-0.007812,25.771048,-0.024544,0.0,1.545868,2.262045,0.0,0.0
583,-15.347657,0.0,0.007812,25.77124,0.294524,0.0,1.545868,2.262045,0.0,0.0
588,-15.347849,-0.368155,0.0,25.771431,0.589048,0.0,1.545868,2.262045,0.0,0.0
590,-15.347657,0.0,0.0,25.77124,0.245437,0.0,1.545868,2.262045,0.0,0.0
617,-15.347849,-0.368155,0.0,25.771048,-0.049087,0.0,1.545868,2.262045,0.0,0.0
621,-15.347657,0.0,0.0,25.77124,0.245437,0.0,1.545868,2.262045,0.0,0.0
624,-15.347657,0.122718,0.0,25.77124,0.245437,0.0,1.545868,2.262045,0.0,0.0
639,-15.347849,-0.368155,0.0,25.771048,-0.098175,0.0,1.545868,2.262045,0.0,0.0
640,-15.347849,-0.073631,0.0,25.77124,0.294524,0.0,1.545868,2.262045,0.0,0.0
642,-15.347849,-0.245437,0.0,25.77124,0.294524,-0.003906,1.545868,2.262045,0.0,0.0
651,-15.347849,-0.539961,0.0,25.77124,0.073631,0.0,1.545868,2.262045,0.0,0.0
672,-15.348041,-0.417242,0.0,25.771048,-0.073631,0.0,1.545868,2.262045,0.0,0.0
673,-15.347849,-0.073631,0.0,25.77124,0.220893,-0.003906,1.545868,2.262045,0.0,0.0
683,-15.348041,-0.392699,0.0,25.771431,0.564505,0.003906,1.545868,2.262045,0.0,0.0
703,-15.347849,-0.024544,0.0,25.771431,0.589048,0.0,1.545868,2.262045,0.0,0.0
704,-15.347657,0.171806,0.0,25.771431,0.392699,0.003906,1.545868,2.262045,0.0,0.0
705,-15.347849,-0.122718,0.0,25.77124,0.147262,-0.003906,1.545868,2.262045,0.0,0.0
713,-15.348041,-0.368155,0.0,25.77124,0.392699,0.0,1.545868,2.262045,0.0,0.0
734,-15.347849,-0.073631,0.0,25.77124,0.220893,-0.003906,1.545868,2.262045,0.0,0.0
735,-15.347849,-0.073631,0.0,25.77124,0.196349,0.0,1.545868,2.262045,0.0,0.0
743,-15.347849,0.0,0.007812,25.77124,0.122718,0.0,1.545868,2.262045,0.0,0.0
764,-15.347849,-0.122718,0.0,25.771048,-0.220893,0.0,1.545868,2.262045,0.0,0.0
765,-15.347849,-0.098175,0.0,25.77124,0.171806,0.0,1.545868,2.262045,0.0,0.0
768,-15.347657,-0.073631,0.0,25.77124,0.049087,0.0,1.545868,2.262045,0.0,0.0
775,-15.347849,-0.122718,0.0,25.77124,0.024544,0.0,1.545868,2.262045,0.0,0.0
811,-15.347849,-0.245437,0.0,25.77124,0.26998,0.0,1.545868,2.262045,0.0,0.0
813,-15.347849,-0.220893,0.0,25.77124,0.073631,0.0,1.545868,2.262045,0.0,0.0
814,-15.347849,-0.171806,0.0,25.77124,0.024544,0.0,1.545868,2.262045,0.0,0.0
826,-15.347849,-0.122718,0.0,25.77124,0.147262,-0.003906,1.545868,2.262045,0.0,0.0
828,-15.347657,0.122718,0.0,25.771048,-0.122718,0.003906,1.545868,2.262045,0.0,0.0
829,-15.347657,0.073631,0.0,25.77124,0.196349,0.003906,1.545868,2.262045,0.0,0.0
837,-15.347849,-0.098175,0.0,25.77124,0.343611,-0.003906,1.545868,2.262045,0.0,0.0
857,-15.347657,0.0,0.0,25.771048,0.024544,-0.003906,1.545868,2.262045,0.0,0.0
858,-15.347849,-0.294524,0.0,25.77124,0.26998,-0.003906,1.545868,2.262045,0.0,0.0
868,-15.347849,-0.073631,0.0,25.771048,-0.171806,0.0,1.545868,2.262045,0.0,0.0
889,-15.347657,0.098175,0.0,25.771431,0.539961,-0.003906,1.545868,2.262045,0.0,0.0
890,-15.347657,0.0,0.0,25.771048,0.147262,0.003906,1.545868,2.262045,0.0,0.0
891,-15.347849,-0.245437,0.0,25.77124,0.073631,0.0,1.545868,2.262045,0.0,0.0
901,-15.347849,-0.147262,0.0,25.771048,-0.122718,-0.003906,1.545868,2.262045,0.0,0.0
921,-15.347849,-0.245437,0.0,25.77124,0.220893,0.0,1.545868,2.262045,0.0,0.0
923,-15.347849,-0.245437,0.0,25.77124,0.245437,0.0,1.545868,2.262045,0.0,0.0
932,-15.347657,0.122718,0.0,25.77124,0.147262,-0.003906,1.545868,2.262045,0.0,0.0
953,-15.347657,0.073631,0.0,25.77124,0.245437,0.003906,1.545868,2.262045,0.0,0.0
954,-15.347657,-0.024544,0.0,25.77124,0.171806,0.0,1.545868,2.262045,0.0,0.0
956,-15.347849,-0.368155,0.0,25.77124,0.147262,0.0,1.545868,2.262045,0.0,0.0
963,-15.347849,-0.319068,0.0,25.77124,0.147262,0.0,1.545868,2.262045,0.0,0.0
983,-15.347657,-0.073631,0.0,25.77124,0.049087,0.0,1.545868,2.262045,0.0,0.0
984,-15.347657,-0.024544,0.0,25.77124,0.098175,-0.003906,1.545868,2.262045,0.0,0.0
994,-15.347657,0.073631,0.0,25.77124,0.049087,0.0,1.545868,2.262045,0.0,0.0
1014,-15.347849,-0.220893,0.0,25.77124,0.0,0.0,1.545868,2.262045,0.0,0.0
1016,-15.347849,-0.245437,0.003906,25.771048,-0.220893,-0.003906,1.545868,2.262045,0.0,0.0
1017,-15.347849,-0.220893,0.0,25.771431,0.368155,0.0,1.545868,2.262045,0.0,0.0
1024,-15.347849,-0.196349,0.0,25.771431,0.368155,0.0,1.545868,2.262045,0.0,0.0
1047,-15.347849,-0.245437,0.0,25.771048,-0.343611,-0.003906,1.545868,2.262045,0.0,0.0
1048,-15.347849,0.049087,0.0,25.771431,0.515417,0.0,1.545868,2.262045,0.0,0.0
1056,-15.347849,-0.245437,0.0,25.771431,0.564505,0.0,1.545868,2.262045,0.0,0.0
1058,-15.347657,0.0,0.003906,25.77124,0.196349,0.0,1.545868,2.262045,0.0,0.0
1078,-15.347849,-0.245437,0.0,25.771048,-0.196349,0.0,1.545868,2.262045,0.0,0.0
1079,-15.347657,0.122718,0.0,25.77124,0.196349,0.0,1.545868,2.262045,0.0,0.0
1087,-15.347849,-0.368155,0.0,25.77124,0.098175,0.0,1.545868,2.262045,0.0,0.0
1110,-15.347849,-0.294524,0.0,25.771431,0.46633,0.0,1.545868,2.262045,0.0,0.0
1114,-15.347849,-0.368155,0.0,25.771048,-0.245437,-0.003906,1.545868,2.262045,0.0,0.0
