timestamp,m1_pos,m1_vel,m1_torque,m2_pos,m2_vel,m2_torque,ch6_max,ch7_max,ch6_new,ch7_new,m1_label,m2_label
75,-8.777047,0.049087,-0.003906,18.847815,-0.024544,0.0,3.949806,3.098063,1.0,1.0,0,0
77,-8.777239,-0.368155,0.0,18.848007,0.392699,0.0,3.949806,3.098063,1.0,1.0,0,0
79,-8.777239,-0.294524,0.0,18.847815,0.049087,0.0,3.949806,3.098063,1.0,1.0,0,0
80,-8.777047,0.098175,-0.007812,18.848007,0.343611,0.0,3.949806,3.098063,1.0,1.0,0,0
83,-8.777239,-0.196349,-0.003906,18.848007,0.245437,0.0,3.949806,3.098063,1.0,1.0,0,0
85,-8.777239,-0.245437,0.0,18.848007,0.319068,0.0,3.949806,3.098063,1.0,1.0,0,0
86,-8.777047,-0.245437,0.0,18.848007,0.245437,0.0,3.949806,3.098063,1.0,1.0,0,0
88,-8.777239,-0.294524,0.0,18.847815,-0.073631,0.003906,3.949806,3.098063,1.0,1.0,0,0
90,-8.777047,0.196349,-0.003906,18.847815,0.0,0.0,3.949806,3.098063,1.0,1.0,0,0
93,-8.777239,-0.245437,0.0,18.847815,-0.122718,0.0,3.949806,3.098063,1.0,1.0,0,0
94,-8.777239,-0.245437,0.0,18.847815,-0.049087,0.0,3.949806,3.098063,1.0,1.0,0,0
96,-8.777239,-0.220893,0.0,18.848198,0.589048,0.0,3.949806,3.098063,1.0,1.0,0,0
99,-8.777047,0.171806,0.0,18.847815,0.0,0.0,3.949806,3.098063,1.0,1.0,0,0
100,-8.777239,-0.245437,0.0,18.847815,-0.024544,0.003906,3.949806,3.098063,1.0,1.0,0,0
102,-8.777239,-0.196349,0.0,18.848007,0.294524,0.0,3.949806,3.098063,1.0,1.0,0,0
104,-8.777047,0.024544,0.0,18.848007,0.294524,0.0,3.949806,3.098063,1.0,1.0,0,0
106,-8.777431,-0.539961,0.0,18.848007,0.26998,0.0,3.949806,3.098063,1.0,1.0,0,0
108,-8.777431,-0.613592,-0.003906,18.848007,0.294524,0.0,3.949806,3.098063,1.0,1.0,0,0
110,-8.777239,-0.245437,0.0,18.848007,0.26998,0.0,3.949806,3.098063,1.0,1.0,0,0
112,-8.777047,0.171806,0.0,18.848007,0.147262,-0.003906,3.949806,3.098063,1.0,1.0,0,0
113,-8.777239,-0.147262,0.0,18.848007,0.171806,0.0,3.949806,3.098063,1.0,1.0,0,0
115,-8.777431,-0.245437,0.0,18.848007,0.122718,0.0,3.949806,3.098063,1.0,1.0,0,0
116,-8.777239,-0.196349,0.0,18.848007,0.0,0.0,3.949806,3.098063,1.0,1.0,0,0
117,-8.777047,0.245437,-0.007812,18.848198,0.343611,0.0,3.949806,3.098063,1.0,1.0,0,0
119,-8.777047,0.098175,0.0,18.848198,0.343611,0.0,3.949806,3.098063,1.0,1.0,0,0
121,-8.777239,-0.245437,0.0,18.848007,0.0,0.0,3.949806,3.098063,1.0,1.0,0,0
122,-8.777239,-0.26998,-0.007812,18.848007,0.0,0.0,3.949806,3.098063,1.0,1.0,0,0
124,-8.777047,0.073631,0.0,18.848198,0.294524,0.0,3.949806,3.098063,1.0,1.0,0,0
126,-8.777047,0.122718,0.0,18.848007,-0.122718,0.0,3.949806,3.098063,1.0,1.0,0,0
128,-8.777239,-0.220893,0.0,18.848198,0.294524,-0.003906,3.949806,3.098063,1.0,1.0,0,0
129,-8.777047,0.098175,-0.003906,18.848198,0.245437,0.0,3.949806,3.098063,1.0,1.0,0,0
131,-8.777239,-0.245437,0.0,18.848198,0.171806,-0.003906,3.949806,3.098063,1.0,1.0,0,0
132,-8.777239,-0.343611,0.0,18.848198,0.049087,-0.003906,3.949806,3.098063,1.0,1.0,0,0
134,-8.777239,-0.245437,0.0,18.848198,-0.024544,0.0,3.949806,3.098063,1.0,1.0,0,0
135,-8.777047,0.049087,0.0,18.848391,0.245437,0.0,3.949806,3.098063,1.0,1.0,0,0
136,-8.777239,0.098175,0.0,18.848391,0.245437,0.0,3.949806,3.098063,1.0,1.0,0,0
138,-8.777047,0.073631,0.0,18.848391,0.220893,0.0,3.949806,3.098063,1.0,1.0,0,0
140,-8.777239,-0.26998,0.0,18.848581,0.245437,0.0,3.949806,3.098063,1.0,1.0,0,0
141,-8.777239,-0.147262,0.0,18.848391,-0.220893,-0.003906,3.949806,3.098063,1.0,1.0,0,0
